rhat,county,rownumber,bulkess,tailess,min_rt_essbulk,min_rt_esstail
0.999496868190865,San Diego,1,248.83333311535083,330.59958145817734,1368.46348115074,1870.79180814658
1.0171425088985584,San Diego,2,3100.207394859541,3043.308853154474,NA,NA
0.9992495442613748,Stanislaus,1,139.28421036801677,293.9366234045941,1079.33468729198,1015.27902570975
1.0115170035957541,Stanislaus,2,3250.832172666495,3109.106192531668,NA,NA
0.9991804036863907,Contra Costa,1,317.82201539966394,623.4416511580049,1499.53747316246,1754.77695095155
1.0153927791160744,Contra Costa,2,3237.8870761333183,3081.2990622437806,NA,NA
0.9993003177058982,Orange,1,303.5962811458478,356.1608868744221,1870.39477776672,2196.50957258243
1.0056586624029695,Orange,2,3302.1529524650223,3112.713342948691,NA,NA
0.9993737484050266,Riverside,1,280.86280332935274,503.08505578525967,1314.48255346506,1582.50969001825
1.0102490701211089,Riverside,2,3373.6452515231585,3121.0700152310087,NA,NA
0.9992696341669907,San Bernardino,1,208.81160054040953,382.6910254333538,1283.2059690447,1890.1518131814
1.0108956072862763,San Bernardino,2,3196.9094908663515,3120.438546163435,NA,NA
0.9992403280106783,San Francisco,1,265.9714412765891,332.59393013353935,1268.73881609333,1710.09867537315
1.0162513376406603,San Francisco,2,3140.5653431838537,3215.4686520928253,NA,NA
0.9992033057186726,Monterey,1,368.2264270908694,565.4032198893444,2516.83506424858,2221.10293360596
1.0113276845585784,Monterey,2,3356.726223817497,3167.5369370663298,NA,NA
0.9992508948467819,Santa Clara,1,317.82529343509356,491.88238532964385,1229.43643026299,1482.52604071506
1.0141310115607438,Santa Clara,2,3136.796310451029,3106.4564222984955,NA,NA
0.999311074433781,Sacramento,1,218.15052397665843,297.99867373594236,1107.38816498872,1417.14607130533
1.0056029204878472,Sacramento,2,3155.5492866043905,3047.419722585145,NA,NA
0.9993152833239748,Alameda,1,229.5018373228377,553.3427046816118,1341.80744949298,1995.81205211142
1.0135503955061016,Alameda,2,3338.2542076122454,3057.6954797340104,NA,NA
0.9992167921357202,Merced,1,257.8718374124956,537.815581890758,1034.63142989524,1400.43024887494
1.008793941697669,Merced,2,3192.3104140460096,3061.2966417834114,NA,NA
0.9992378520463034,Fresno,1,361.73196619469235,519.869010207516,2511.48876868553,2208.44906772519
1.0034933775389054,Fresno,2,3420.324648978547,3104.0561058637772,NA,NA
0.9993082025170898,Tulare,1,354.23435639180275,535.6558512946224,2087.25992488352,2327.42787147557
1.0073288662349962,Tulare,2,3245.9981623703393,3076.523274711132,NA,NA
0.9991869330927061,Los Angeles,1,292.4280801931004,411.70617557691713,1222.87423319315,1649.62420742755
1.0121608239461912,Los Angeles,2,3191.5993571884646,3163.0905691763983,NA,NA
